지역,아파트,면적,가격,층
경기도 하남시 망월동,미사강변도시8단지,84.89,68500,10
경기도 하남시 망월동,미사강변루나리움,59.88,59300,7
경기도 하남시 망월동,미사강변루나리움,59.88,59000,20
경기도 하남시 망월동,미사강변루나리움,84.99,69200,12
경기도 하남시 망월동,미사강변루나리움,59.88,59600,10
경기도 하남시 망월동,미사강변루나리움,74.8,65000,27
경기도 하남시 망월동,미사강변루나리움,59.88,60000,8
경기도 하남시 망월동,미사강변루나리움,74.8,66000,27
경기도 하남시 망월동,미사강변루나리움,74.8,66500,12
경기도 하남시 망월동,미사강변루나리움,74.8,63000,12
경기도 하남시 망월동,미사강변루나리움,84.99,69500,25
경기도 하남시 망월동,미사강변파밀리에,84.85,73000,18
경기도 하남시 망월동,미사강변파밀리에,59.96,64000,8
경기도 하남시 망월동,미사강변파밀리에,59.91,61800,6
경기도 하남시 망월동,미사강변파밀리에,59.96,59500,4
경기도 하남시 망월동,미사강변파밀리에,74.8,72000,24
경기도 하남시 망월동,미사강변푸르지오,84.9949,83000,13
경기도 하남시 망월동,미사강변푸르지오,84.9852,88000,12
경기도 하남시 망월동,미사강변푸르지오,84.9949,83000,25
경기도 하남시 망월동,미사강변푸르지오,84.9949,81000,18
경기도 하남시 망월동,미사강변푸르지오,84.9949,81500,18
경기도 하남시 망월동,미사강변한신휴플러스,74.61,56000,7
경기도 하남시 망월동,미사강변한신휴플러스,84.98,63700,8
경기도 하남시 망월동,미사강변한신휴플러스,74.61,60000,16
경기도 하남시 망월동,미사강변한신휴플러스,84.98,65000,17
경기도 하남시 망월동,미사강변한신휴플러스,74.61,56000,4
경기도 하남시 망월동,미사강변한신휴플러스,84.96,59000,1
경기도 하남시 망월동,미사강변한신휴플러스,74.61,60000,9
경기도 하남시 망월동,미사강변한신휴플러스,84.72,60000,3
경기도 하남시 선동,미사강변 센트리버,84.89,69500,21
경기도 하남시 선동,미사강변 센트리버,59.76,58000,12
경기도 하남시 선동,미사강변 센트리버,59.91,57500,16
경기도 하남시 선동,미사강변 센트리버,74.91,63000,16
경기도 하남시 선동,미사강변 센트리버,84.89,70000,15
경기도 하남시 선동,미사강변 센트리버,59.98,58000,18
경기도 하남시 선동,미사강변 센트리버,59.98,57300,9
경기도 하남시 선동,미사강변 센트리버,59.8,58000,14
경기도 하남시 선동,미사강변 센트리버,74.91,61500,2
경기도 하남시 선동,미사강변 센트리버,84.89,69000,13
경기도 하남시 선동,미사강변 센트리버,84.93,68000,21
경기도 하남시 선동,미사강변 센트리버,59.91,58000,11
경기도 하남시 선동,미사강변 센트리버,59.91,57500,15
경기도 하남시 선동,미사강변 센트리버,84.89,70000,26
경기도 하남시 선동,미사강변 센트리버,84.89,69500,16
경기도 하남시 선동,미사강변 센트리버,59.91,59900,14
경기도 하남시 선동,미사강변 센트리버,59.8,58500,8
경기도 하남시 선동,미사강변 센트리버,84.89,69700,23
경기도 하남시 선동,미사강변 센트리버,59.98,60000,12
경기도 하남시 선동,미사강변 센트리버,84.94,69500,10
경기도 하남시 선동,미사강변2차푸르지오,101.8919,84500,3
경기도 하남시 선동,미사강변2차푸르지오,93.9493,80000,7
경기도 하남시 선동,미사강변2차푸르지오,101.8919,87000,12
경기도 하남시 선동,미사강변2차푸르지오,101.818,90000,28
경기도 하남시 선동,미사강변2차푸르지오,101.818,92500,8
경기도 하남시 선동,미사강변2차푸르지오,101.8919,95000,12
경기도 하남시 선동,미사강변더샵리버포레,89.92,84000,9
경기도 하남시 선동,미사강변더샵리버포레,89.92,83500,26
경기도 하남시 선동,미사강변더샵리버포레,98.96,93000,24
경기도 하남시 선동,미사강변더샵리버포레,89.92,84800,9
경기도 하남시 선동,미사강변도시2단지,84.86,61500,6
경기도 하남시 선동,미사강변도시2단지,74.85,60000,8
경기도 하남시 선동,미사강변도시2단지,74.85,59800,9
경기도 하남시 선동,미사강변도시2단지,74.85,61800,10
경기도 하남시 선동,미사강변도시2단지,74.85,60000,7
경기도 하남시 선동,미사강변도시9단지,84.89,64000,13
경기도 하남시 선동,미사강변도시9단지,84.97,60000,1
경기도 하남시 선동,미사강변도시9단지,74.95,60000,6
경기도 하남시 선동,미사강변도시9단지,84.89,66800,11
경기도 하남시 선동,미사강변도시9단지,84.97,61000,4
경기도 하남시 선동,미사강변리버뷰자이,91.6405,83500,14
경기도 하남시 선동,미사강변리버뷰자이,91.6405,75500,16
경기도 하남시 신장동,그린나래,59.88,32900,9
경기도 하남시 신장동,대명강변타운,68.07,50000,6
경기도 하남시 신장동,대명강변타운,84.83,59000,11
경기도 하남시 신장동,대명강변타운,68.07,50000,6
경기도 하남시 신장동,대명강변타운,84.83,58200,9
경기도 하남시 신장동,대명강변타운,84.83,56000,10
경기도 하남시 신장동,대명강변타운,84.83,58500,19
경기도 하남시 신장동,더우개마을동일,84.87,45500,17
경기도 하남시 신장동,더우개마을동일,84.87,45650,14
경기도 하남시 신장동,더우개마을동일,84.87,46500,18
경기도 하남시 신장동,백송한신,49.98,28000,10
경기도 하남시 신장동,백송한신,49.98,28400,9
경기도 하남시 신장동,백송한신,49.98,27250,4
경기도 하남시 신장동,백조현대,49.98,28800,6
경기도 하남시 신장동,백조현대,49.98,30500,4
경기도 하남시 신장동,백조현대,49.98,30000,20
경기도 하남시 신장동,백조현대,49.98,31000,10
경기도 하남시 신장동,백조현대,49.98,29000,14
경기도 하남시 신장동,백조현대,49.98,28700,5
경기도 하남시 신장동,백조현대,49.98,30700,16
경기도 하남시 신장동,백조현대,49.98,30800,20
경기도 하남시 신장동,백조현대,49.98,27000,1
경기도 하남시 신장동,백조현대,49.98,31000,10
경기도 하남시 신장동,백조현대,49.98,30800,13
경기도 하남시 신장동,백조현대,49.98,30700,14
경기도 하남시 신장동,성원상떼빌,20.13,8950,17
경기도 하남시 신장동,성원상떼빌,35.1,15300,6
경기도 하남시 신장동,에코타운(A블럭),57.41,42900,13
경기도 하남시 신장동,에코타운(A블럭),57.41,42500,20
경기도 하남시 신장동,에코타운(A블럭),57.41,35500,15
경기도 하남시 신장동,에코타운(C블럭),98.61,58000,15
경기도 하남시 신장동,에코타운(C블럭),124.19,62500,21
경기도 하남시 신장동,하남비둘기한국,59.91,38800,17
경기도 하남시 신장동,하남비둘기한국,59.91,38400,13
경기도 하남시 신장동,하남비둘기한국,44.55,26300,15
경기도 하남시 신장동,하남비둘기한국,59.91,38800,3
경기도 하남시 신장동,하남비둘기한국,59.91,37500,19
경기도 하남시 신장동,하남유니온시티에일린의뜰,74.99,65000,7
경기도 하남시 신장동,하남유니온시티에일린의뜰,84.99,76000,14
경기도 하남시 신장동,하남유니온시티에일린의뜰,74.99,66300,6
경기도 하남시 신장동,하남유시티대명루첸리버파크,74.34,65000,18
경기도 하남시 신장동,하남유시티대명루첸리버파크,74.38,65000,19
경기도 하남시 신장동,하남유시티대명루첸리버파크,74.34,68000,22
경기도 하남시 신장동,현대홈타운,56.3929,28000,1
경기도 하남시 창우동,꿈동산신안,84.89,46000,12
경기도 하남시 창우동,꿈동산신안,84.965,47300,17
경기도 하남시 창우동,꿈동산신안,84.89,46700,5
경기도 하남시 창우동,꿈동산신안,84.965,46000,17
경기도 하남시 창우동,꿈동산신안,84.965,48000,16
경기도 하남시 창우동,꿈동산신안,84.965,46000,6
경기도 하남시 창우동,부영,59.97,40800,14
경기도 하남시 창우동,부영,49.58,32000,8
경기도 하남시 창우동,부영,49.58,33000,6
경기도 하남시 창우동,부영,59.97,37000,1
경기도 하남시 창우동,부영,49.58,33000,7
경기도 하남시 창우동,은행,135,59900,14
경기도 하남시 창우동,은행,101.99,58000,6
경기도 하남시 창우동,은행,102,56000,7
경기도 하남시 풍산동,미사강변더샵센트럴포레,101.819,97750,27
경기도 하남시 풍산동,미사강변동원로얄듀크,74.7041,65500,10
경기도 하남시 풍산동,미사강변동원로얄듀크,84.3852,73200,24
경기도 하남시 풍산동,미사강변동원로얄듀크,84.3852,71500,4
경기도 하남시 풍산동,미사강변동원로얄듀크,74.7041,68000,26
경기도 하남시 풍산동,미사강변동원로얄듀크,84.3852,71700,19
경기도 하남시 풍산동,미사강변센트럴자이,96.3851,101000,25
경기도 하남시 풍산동,미사강변센트럴자이,96.3851,93000,4
경기도 하남시 풍산동,미사강변센트럴자이,91.4459,89800,22
경기도 하남시 풍산동,미사강변센트럴자이,96.9876,97000,16
경기도 하남시 풍산동,미사강변센트럴자이,96.9876,94000,9
경기도 하남시 풍산동,미사강변센트럴자이,96.9876,96800,16
경기도 하남시 풍산동,하남힐즈파크푸르지오 2단지,84.8254,60000,15
경기도 하남시 학암동,위례그린파크 푸르지오,101.9848,105000,13
경기도 하남시 학암동,위례그린파크 푸르지오,101.9378,116500,15
경기도 하남시 학암동,위례롯데캐슬 ,84.98,94800,12
경기도 하남시 학암동,위례롯데캐슬 ,75.48,89800,21
경기도 하남시 학암동,위례롯데캐슬 ,84.98,98000,11
경기도 하남시 학암동,위례롯데캐슬 ,75.48,90000,13
경기도 하남시 학암동,위례롯데캐슬 ,84.98,93800,6
경기도 하남시 학암동,위례롯데캐슬 ,75.48,89700,6
경기도 하남시 학암동,위례롯데캐슬 ,84.98,94000,15
경기도 하남시 학암동,위례롯데캐슬 ,84.98,94500,21
경기도 하남시 학암동,위례롯데캐슬 ,75.48,90000,16
경기도 하남시 학암동,위례신도시 엠코타운 플로리체,95.987,116000,11
경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.943,120000,21
경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.943,119500,19
경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.994,117900,2
경기도 화성시 기산동,삼성래미안1차,84.987,18950,11
경기도 화성시 기산동,에스케이뷰파크2차,84.9675,36300,5
경기도 화성시 기산동,에스케이뷰파크2차,59.9889,32300,22
경기도 화성시 기산동,에스케이뷰파크2차,84.9675,39000,20
경기도 화성시 기산동,에스케이뷰파크2차,84.9675,38600,8
경기도 화성시 기산동,에스케이뷰파크2차,59.9901,31300,7
경기도 화성시 기산동,에스케이뷰파크2차,59.9901,33500,16
경기도 화성시 기산동,에스케이뷰파크2차,59.9889,31800,11
경기도 화성시 기산동,에스케이뷰파크2차,84.9815,39200,13
경기도 화성시 기산동,행복마을울트라참누리1단지,59.911,16400,1
경기도 화성시 기산동,행복마을울트라참누리1단지,84.914,22400,13
경기도 화성시 기산동,행복마을울트라참누리1단지,59.911,22400,14
경기도 화성시 기산동,행복마을울트라참누리1단지,84.914,21900,5
경기도 화성시 기산동,행복마을울트라참누리1단지,59.911,18000,11
경기도 화성시 기산동,행복마을울트라참누리1단지,84.914,21600,7
경기도 화성시 기산동,행복마을울트라참누리2단지,84.914,22500,14
경기도 화성시 기산동,화성태안푸르지오,84.9259,19800,4
경기도 화성시 기산동,화성태안푸르지오,84.9259,20000,10
경기도 화성시 기안동,광도와이드빌,59.7118,15000,3
경기도 화성시 기안동,기안마을풍성신미주,84.8008,18000,1
경기도 화성시 기안동,신일해피트리,84.9745,18300,3
경기도 화성시 기안동,신일해피트리,84.9745,19000,8
경기도 화성시 기안동,우림그린빌리지,83.39,15900,13
경기도 화성시 기안동,파인팰리스,84.9967,16500,10
경기도 화성시 기안동,평생플러스빌,83.9252,17200,9
경기도 화성시 남양읍 남양리,남양우림,59.301,11600,6
경기도 화성시 남양읍 남양리,남양우림,59.171,11950,11
경기도 화성시 남양읍 남양리,남양우림,59.301,11750,5
경기도 화성시 남양읍 남양리,남양우림,59.301,11500,6
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,17700,10
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,18000,9
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,14400,5
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,15300,15
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,18000,3
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,14250,5
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,17600,5
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,13850,13
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,14400,12
경기도 화성시 남양읍 남양리,시티프라디움1차아파트,84.9938,29000,6
경기도 화성시 남양읍 남양리,시화아파트,84.96,12500,2
경기도 화성시 남양읍 남양리,푸르뫼금강에스쁘아,82.692,14500,4
경기도 화성시 남양읍 남양리,푸르뫼금강에스쁘아,82.692,15400,6
경기도 화성시 남양읍 남양리,푸르뫼금강에스쁘아,82.692,14800,5
경기도 화성시 남양읍 무송리,금광포란재,81.1484,14500,4
경기도 화성시 남양읍 신남리,기산베스트빌,84.9856,19000,8
경기도 화성시 남양읍 신남리,대광파인밸리골드,84.305,16600,6
경기도 화성시 남양읍 신남리,대광파인밸리골드,84.305,16200,9
경기도 화성시 남양읍 신남리,대광파인밸리골드,84.305,16000,3
경기도 화성시 능동,능동마을 이지더원,78.2912,31500,5
경기도 화성시 능동,능동마을 이지더원,83.5573,32100,8
경기도 화성시 능동,능동마을 이지더원,78.2912,28500,1
경기도 화성시 능동,능동마을 이지더원,78.2912,30000,6
경기도 화성시 능동,능동마을 이지더원,83.5573,31000,12
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.23,34000,9
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.496,32000,8
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.496,31200,2
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.23,33500,15
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.23,32250,12
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,59.37,28400,10
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,26000,22
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,28300,20
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,25000,3
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,84.96,37200,13
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,59.37,28300,11
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,25500,7
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,84.96,35000,23
경기도 화성시 능동,동탄숲속마을 풍성신미주,90.0519,28900,19
경기도 화성시 능동,동탄숲속마을모아미래도2단지,100.92,29850,3
경기도 화성시 능동,동탄숲속마을모아미래도2단지,101.23,32500,22
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.5,29000,4
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,29350,5
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,28800,4
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),84.55,34400,16
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.5,30000,9
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,28500,4
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),84.51,32700,7
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,30000,15
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1124-0),84.51,31500,6
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1124-0),76.51,31000,19
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,22400,2
경기도 화성시 능동,동탄푸른마을신일해피트리,59.05,22900,9
경기도 화성시 능동,동탄푸른마을신일해피트리,83.21,28300,12
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,24000,6
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,22000,1
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,24000,13
경기도 화성시 능동,동탄푸른마을신일해피트리,59.96,22900,6
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,24500,11
경기도 화성시 능동,동탄푸른마을신일해피트리,59.05,22200,18
경기도 화성시 능동,동탄푸른마을신일해피트리,84.88,28500,12
경기도 화성시 능동,서동탄역 우남퍼스트빌 아파트,84.2119,20200,18
경기도 화성시 능동,서동탄역 우남퍼스트빌 아파트,84.2119,20000,3
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,20100,3
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,20900,9
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,20700,7
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,21700,5
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,22000,8
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,20000,7
경기도 화성시 능동,서동탄역파크자이,76.9706,33400,8
경기도 화성시 능동,서동탄역파크자이,100.5303,40700,6
경기도 화성시 능동,서동탄역파크자이,84.976,36000,15
경기도 화성시 능동,서동탄역파크자이,84.976,37000,11
경기도 화성시 능동,서동탄역파크자이,84.976,35800,1
경기도 화성시 능동,서동탄역파크자이2차,84.976,36500,8
경기도 화성시 능동,자연앤데시앙,84.84,30600,8
경기도 화성시 능동,자연앤데시앙,84.57,30500,6
경기도 화성시 능동,자연앤데시앙,84.84,30700,18
경기도 화성시 능동,자연앤데시앙,74.6,27300,25
경기도 화성시 능동,자연앤데시앙,59.52,24600,13
경기도 화성시 능동,자연앤데시앙,59.52,25000,11
경기도 화성시 능동,자연앤데시앙,84.94,31000,13
경기도 화성시 능동,포스코더샵2차,76.1565,31100,18
경기도 화성시 능동,포스코더샵2차,84.6199,37000,25
경기도 화성시 능동,포스코더샵2차,84.6199,34500,11
경기도 화성시 능동,포스코더샵2차,84.6199,35300,17
경기도 화성시 능동,포스코더샵2차,117.5061,46250,9
경기도 화성시 능동,포스코더샵2차,84.0255,36000,13
경기도 화성시 능동,포스코더샵2차,84.3079,32500,5
경기도 화성시 능동,포스코더샵2차,84.3079,35000,18
경기도 화성시 능동,푸른마을 모아미래도,83.737,27700,3
경기도 화성시 능동,푸른마을 모아미래도,59.039,23100,13
경기도 화성시 능동,푸른마을 모아미래도,59.192,23100,9
경기도 화성시 능동,푸른마을 모아미래도,59.039,23400,13
경기도 화성시 능동,푸른마을 모아미래도,59.039,24000,4
경기도 화성시 능동,푸른마을 모아미래도,83.737,28000,6
경기도 화성시 능동,푸른마을두산위브,101.71,39000,14
경기도 화성시 능동,푸른마을두산위브,81.12,28000,6
경기도 화성시 능동,푸른마을두산위브,72.68,29000,15
경기도 화성시 매송면 천천리,삼미A단지,42.145,6450,3
경기도 화성시 매송면 천천리,삼미B단지,53.415,8500,3
경기도 화성시 목동,동탄 금강펜테리움 센트럴파크Ⅳ,84.9723,38800,5
경기도 화성시 목동,동탄 금강펜테리움 센트럴파크Ⅳ,84.8984,44500,12
경기도 화성시 목동,동탄 금강펜테리움 센트럴파크Ⅳ,84.9441,47000,8
경기도 화성시 목동,동탄2신도시 호반베르디움 22단지,53.4754,34000,19
경기도 화성시 목동,동탄2신도시 호반베르디움 22단지,53.4754,34500,8
경기도 화성시 목동,동탄2신도시 호반베르디움 22단지,53.4754,33800,18
경기도 화성시 목동,동탄2신도시 호반베르디움 22단지,53.4754,33700,15
경기도 화성시 목동,동탄2신도시 호반베르디움 22단지,53.4754,34800,23
경기도 화성시 목동,동탄2신도시 호반베르디움 22단지,53.4754,33500,11
경기도 화성시 목동,베라체(LH),59.98,33000,8
경기도 화성시 목동,이편한세상동탄,84.2,43900,22
경기도 화성시 목동,이편한세상동탄,84.42,40500,24
경기도 화성시 목동,이편한세상동탄,84.2,42750,24
경기도 화성시 목동,이편한세상동탄,84.42,46000,10
경기도 화성시 목동,이편한세상동탄,84.2,43000,21
경기도 화성시 목동,이편한세상동탄,102.85,55500,18
경기도 화성시 목동,이편한세상동탄,102.62,55000,15
경기도 화성시 목동,한신더휴,76.4713,44000,16
경기도 화성시 목동,한신더휴,76.4713,43500,10
경기도 화성시 목동,한신더휴,83.7489,44000,24
경기도 화성시 목동,호반베르디움 센트럴포레,98.1497,44700,17
경기도 화성시 목동,호반베르디움 센트럴포레,84.669,40300,16
경기도 화성시 목동,호반베르디움 센트럴포레,84.669,38500,14
경기도 화성시 목동,호반베르디움 센트럴포레,84.8388,41200,5
경기도 화성시 목동,호반베르디움 센트럴포레,84.8388,40000,18
경기도 화성시 목동,호반베르디움 센트럴포레,98.1497,49300,9
경기도 화성시 목동,호반베르디움 센트럴포레,84.669,39500,12
경기도 화성시 목동,호반베르디움 센트럴포레,84.8388,43400,5
경기도 화성시 목동,호반베르디움 센트럴포레,84.8388,41800,8
경기도 화성시 목동,호반베르디움 센트럴포레,84.8388,39900,14
경기도 화성시 목동,호반베르디움 센트럴포레,98.1497,48500,23
경기도 화성시 목동,힐스테이트 동탄,74.8981,45500,25
경기도 화성시 목동,힐스테이트 동탄,84.8479,59500,15
경기도 화성시 목동,힐스테이트 동탄,84.8479,59000,9
경기도 화성시 반송동,METAPOLIS,107.778,61500,9
경기도 화성시 반송동,METAPOLIS,96.22,59000,54
경기도 화성시 반송동,METAPOLIS,96.22,54800,16
경기도 화성시 반송동,METAPOLIS,112.444,70800,47
경기도 화성시 반송동,METAPOLIS,96.22,61000,42
경기도 화성시 반송동,METAPOLIS,107.778,68500,46
경기도 화성시 반송동,METAPOLIS,96.22,53600,14
경기도 화성시 반송동,METAPOLIS,187.117,110000,57
경기도 화성시 반송동,METAPOLIS,128.44,80500,45
경기도 화성시 반송동,METAPOLIS,128.44,84000,42
경기도 화성시 반송동,METAPOLIS,112.444,71300,46
경기도 화성시 반송동,METAPOLIS,161.891,100000,63
경기도 화성시 반송동,METAPOLIS,96.22,59000,48
경기도 화성시 반송동,METAPOLIS,96.22,57500,37
경기도 화성시 반송동,METAPOLIS,126.772,70000,25
경기도 화성시 반송동,나루마을신도브래뉴,103.9466,44000,5
경기도 화성시 반송동,나루마을신도브래뉴,96.4338,46000,25
경기도 화성시 반송동,나루마을신도브래뉴,103.9466,46000,26
경기도 화성시 반송동,나루마을신도브래뉴,103.9466,45800,12
경기도 화성시 반송동,나루마을신도브래뉴,96.4338,46000,13
경기도 화성시 반송동,나루마을신도브래뉴,103.9466,46800,7
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,76.7822,33450,14
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,84.6841,37200,26
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,76.7822,30500,3
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,84.6595,36000,26
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,76.7822,31000,26
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,84.6595,37000,11
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,84.6841,36700,5
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,110.7323,46000,25
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,116.0155,48000,11
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,139.4524,58800,8
경기도 화성시 반송동,나루마을월드메르디앙반도유보라,101.9599,42500,11
경기도 화성시 반송동,나루마을한화꿈에그린,113.61,44300,11
경기도 화성시 반송동,나루마을한화꿈에그린,113.18,50000,23
경기도 화성시 반송동,나루마을한화꿈에그린우림필유,84.96,35800,21
경기도 화성시 반송동,나루마을한화꿈에그린우림필유,84.96,38200,23
경기도 화성시 반송동,나루마을한화꿈에그린우림필유,84.94,39000,5
경기도 화성시 반송동,나루마을한화꿈에그린우림필유,84.94,37700,3
경기도 화성시 반송동,나루마을한화꿈에그린우림필유,84.94,38000,15
경기도 화성시 반송동,나루마을한화꿈에그린우림필유,84.94,35200,7
경기도 화성시 반송동,동탄 스카이뷰 빌딩,19.37,8100,11
경기도 화성시 반송동,동탄 스카이뷰 빌딩,18.38,8200,10
경기도 화성시 반송동,동탄 스카이뷰 빌딩,19.39,8200,11
경기도 화성시 반송동,동탄 스카이뷰 빌딩,19.13,8200,11
경기도 화성시 반송동,동탄하이페리온,132.66,53500,12
경기도 화성시 반송동,서해더블루,108.1715,38300,27
경기도 화성시 반송동,솔빛마을경남아너스빌,103.3947,50000,8
경기도 화성시 반송동,솔빛마을경남아너스빌,103.3947,48000,4
경기도 화성시 반송동,솔빛마을서해그랑블,100.705,52000,12
경기도 화성시 반송동,솔빛마을서해그랑블,124.332,60500,22
경기도 화성시 반송동,솔빛마을신도브래뉴,84.9245,41400,10
경기도 화성시 반송동,솔빛마을신도브래뉴,84.753,40500,19
경기도 화성시 반송동,솔빛마을쌍용예가,84.9784,39000,12
경기도 화성시 반송동,솔빛마을쌍용예가,78.7193,34300,10
경기도 화성시 반송동,솔빛마을쌍용예가,84.9794,38500,19
경기도 화성시 반송동,솔빛마을쌍용예가,84.9794,37000,11
경기도 화성시 반송동,시범다은마을다숲캐슬,103.295,53500,13
경기도 화성시 반송동,시범다은마을우남퍼스트빌,84.4275,44500,15
경기도 화성시 반송동,시범다은마을우남퍼스트빌,84.4275,39000,5
경기도 화성시 반송동,시범다은마을우남퍼스트빌,84.9743,40600,26
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,38400,22
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,39400,14
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,84.65,52300,26
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,38000,4
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,84.65,56000,31
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,76.78,48800,28
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,39500,18
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,36000,4
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,84.68,53500,8
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,39500,11
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,36500,4
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,84.65,51000,10
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,76.78,47500,26
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,38500,19
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,84.65,53500,11
경기도 화성시 반송동,시범다은마을월드메르디앙반도보라빌,59.07,36400,6
경기도 화성시 반송동,시범다은마을포스코더샵,84.5111,43700,3
경기도 화성시 반송동,시범다은마을포스코더샵,84.5111,43300,3
경기도 화성시 반송동,시범한빛마을금호어울림,84.54,47900,21
경기도 화성시 반송동,시범한빛마을금호어울림,84.465,49000,15
경기도 화성시 반송동,시범한빛마을금호어울림,84.465,49000,25
경기도 화성시 반송동,시범한빛마을금호어울림,84.613,50000,9
경기도 화성시 반송동,시범한빛마을금호어울림,84.465,47300,24
경기도 화성시 반송동,시범한빛마을금호어울림,84.54,45000,12
경기도 화성시 반송동,시범한빛마을금호어울림,66.962,40200,25
경기도 화성시 반송동,시범한빛마을동탄아이파크,84.96,57800,7
경기도 화성시 반송동,시범한빛마을동탄아이파크,61.658,40800,2
경기도 화성시 반송동,시범한빛마을동탄아이파크,84.96,54800,6
경기도 화성시 반송동,시범한빛마을동탄아이파크,84.96,50000,14
경기도 화성시 반송동,시범한빛마을삼부르네상스,84.768,40000,21
경기도 화성시 반송동,시범한빛마을삼부르네상스,84.691,38500,8
경기도 화성시 반송동,시범한빛마을삼부르네상스,84.712,42700,19
경기도 화성시 반송동,시범한빛마을케이씨씨스위첸,84.786,40800,16
경기도 화성시 반송동,시범한빛마을케이씨씨스위첸,84.786,38000,7
경기도 화성시 반송동,시범한빛마을케이씨씨스위첸,84.786,36000,3
경기도 화성시 반송동,시범한빛마을케이씨씨스위첸,84.7328,37000,3
경기도 화성시 반송동,시범한빛마을케이씨씨스위첸,84.786,40000,15
경기도 화성시 반송동,시범한빛마을케이씨씨스위첸,84.7328,40000,9
